Date,stock_close,RSI,rate_close,nasdaq_close,Revenue,NetIncome,TotalAssets,TotalLiabilities,OperatingCashFlow,CapitalExpenditures,target
2009-08-26,1.2649497985839844,67.2165667174217,0.1449999958276748,2024.4300537109373,,,,,,,1.28691828250885
2009-08-27,1.28691828250885,67.61722789007271,0.1400000005960464,2027.72998046875,,,,,,,1.308886170387268
2009-08-28,1.308886170387268,76.26055260896116,0.1299999952316284,2028.77001953125,,,,,,,1.2897526025772097
2009-08-31,1.2897526025772097,76.74423980670025,0.1299999952316284,2009.06005859375,,,,,,,1.2649497985839844
2009-09-01,1.2649497985839844,69.473773679122,0.1299999952316284,1968.8900146484373,,,,,,,1.2529025077819824
2009-09-02,1.2529025077819824,62.92909948629511,0.1299999952316284,1967.0699462890625,,,,,,,1.236603617668152
2009-09-03,1.236603617668152,59.34074953443864,0.125,1983.199951171875,,,,,,,1.2585718631744385
2009-09-04,1.2585718631744385,67.18750821383381,0.125,2018.780029296875,,,,,,,1.2543201446533203
2009-09-08,1.2543201446533203,58.536598708675086,0.125,2037.77001953125,,,,,,,1.2231389284133911
2009-09-09,1.2231389284133911,40.48334299788937,0.135000005364418,2060.389892578125,,,,,,,1.2082576751708984
2009-09-10,1.2082576751708984,39.528062389094195,0.135000005364418,2084.02001953125,,,,,,,1.1962100267410278
2009-09-11,1.1962100267410278,36.57140659995576,0.135000005364418,2080.89990234375,,,,,,,1.1799110174179075
2009-09-14,1.1799110174179075,37.53665920615331,0.1299999952316284,2091.780029296875,,,,,,,1.217469573020935
2009-09-15,1.217469573020935,40.66843570432174,0.125,2102.639892578125,,,,,,,1.2458161115646362
2009-09-16,1.2458161115646362,46.61653818344327,0.0949999988079071,2133.14990234375,,,,,,,1.179202437400818
2009-09-17,1.179202437400818,33.549724440871316,0.0949999988079071,2126.75,,,,,,,1.148021578788757
2009-09-18,1.148021578788757,26.105287388886893,0.0799999982118606,2132.860107421875,,,,,,,1.1770765781402588
2009-09-21,1.1770765781402588,33.74236779939778,0.0900000035762786,2138.0400390625,,,,,,,1.2224303483963013
2009-09-22,1.2224303483963013,44.20847972653713,0.0949999988079071,2146.300048828125,,,,,,,1.2330604791641235
2009-09-23,1.2330604791641235,47.28686820543432,0.0949999988079071,2131.419921875,,,,,,,1.2394375801086426
2009-09-24,1.2394375801086426,50.398314055712675,0.0900000035762786,2107.610107421875,,,,,,,1.213926911354065
2009-09-25,1.213926911354065,43.787009538079836,0.0900000035762786,2090.919921875,,,,,,,1.2507768869400024
2009-09-28,1.2507768869400024,49.54792169918047,0.0900000035762786,2130.739990234375,,,,,,,1.20684015750885
2009-09-29,1.20684015750885,47.98602039728092,0.1199999973177909,2124.0400390625,,,,,,,1.2096749544143677
2009-09-30,1.2096749544143677,50.18050168811361,0.1150000020861625,2122.419921875,,,,,,,1.1558167934417725
2009-10-01,1.1558167934417725,45.3507399590511,0.0949999988079071,2057.47998046875,,,,,,,1.1402264833450315
2009-10-02,1.1402264833450315,45.424847200797785,0.0900000035762786,2048.110107421875,,,,,,,1.168573021888733
