Date,stock_close,nasdaq_close,RSI,relative,target,election_marker,rate_close,gold_close,Revenue,NetIncome,TotalAssets,TotalLiabilities,OperatingCashFlow,CapitalExpenditures
1981-10-20,0.0226676277816295,191.22999572753903,100.0,0.00011853594251984357,0.0226676277816295,0,13.460000038146973,,,,,,,
1981-10-21,0.0226676277816295,192.3800048828125,100.0,0.00011782735838600999,0.0226676277816295,0,13.289999961853027,,,,,,,
1981-10-22,0.0226676277816295,192.42999267578125,100.0,0.00011779675021773458,0.0226676277816295,0,13.31999969482422,,,,,,,
1981-10-23,0.0226676277816295,191.91000366210935,100.0,0.00011811592595006026,0.0226676277816295,0,13.239999771118164,,,,,,,
1981-10-26,0.0226676277816295,191.00999450683597,100.0,0.0001186724696796861,0.0226676277816295,0,13.31999969482422,,,,,,,
1981-10-27,0.0226676277816295,192.6100006103516,100.0,0.00011768666066039801,0.0226676277816295,0,13.359999656677246,,,,,,,
1981-10-28,0.0226676277816295,193.75,100.0,0.00011699420790518452,0.0226676277816295,0,13.220000267028809,,,,,,,
1981-10-29,0.0226676277816295,193.0800018310547,100.0,0.00011740018420687457,0.0226676277816295,0,13.039999961853027,,,,,,,
1981-10-30,0.0226676277816295,195.2400054931641,100.0,0.00011610134779689482,0.0284903142601251,0,12.75,,,,,,,
1981-11-02,0.0284903142601251,197.25,100.0,0.00014443758813751636,0.0284903142601251,0,12.6899995803833,,,,,,,
1981-11-03,0.0284903142601251,198.77999877929688,100.0,0.00014332585992093483,0.0284903142601251,0,12.6899995803833,,,,,,,
1981-11-04,0.0284903142601251,199.72999572753903,100.0,0.0001426441439421551,0.0284903142601251,0,12.300000190734863,,,,,,,
1981-11-05,0.0284903142601251,200.0200042724609,100.0,0.00014243732452538346,0.0284903142601251,0,12.18000030517578,,,,,,,
1981-11-06,0.0284903142601251,199.97000122070312,100.0,0.00014247294137224552,0.0226676277816295,0,11.68000030517578,,,,,,,
1981-11-09,0.0226676277816295,199.9199981689453,50.0,0.0001133834933435418,0.0226676277816295,0,11.1899995803833,,,,,,,
1981-11-10,0.0226676277816295,199.8999938964844,50.0,0.00011339483978857766,0.0226676277816295,0,11.149999618530272,,,,,,,
1981-11-11,0.0226676277816295,200.0500030517578,50.0,0.00011330980972674533,0.0226676277816295,0,11.149999618530272,,,,,,,
1981-11-12,0.0226676277816295,200.9900054931641,50.0,0.00011277987542719109,0.0226676277816295,0,10.600000381469728,,,,,,,
1981-11-13,0.0226676277816295,200.16000366210935,50.0,0.00011324753880348037,0.0226676277816295,0,10.779999732971191,,,,,,,
1981-11-16,0.0226676277816295,197.16000366210935,50.0,0.00011497072104176379,0.0284903142601251,0,10.630000114440918,,,,,,,
1981-11-17,0.0284903142601251,197.67999267578125,66.66666666666666,0.00014412340811268955,0.0284903142601251,0,10.630000114440918,,,,,,,
1981-11-18,0.0284903142601251,197.6000061035156,66.66666666666666,0.00014418174787504836,0.0284903142601251,0,10.06999969482422,,,,,,,
1981-11-19,0.0284903142601251,197.32000732421875,66.66666666666666,0.0001443863430093652,0.0284903142601251,0,10.119999885559082,,,,,,,
1981-11-20,0.0284903142601251,198.6000061035156,50.0,0.00014345575722326612,0.0284903142601251,0,10.109999656677246,,,,,,,
1981-11-23,0.0284903142601251,198.00999450683597,50.0,0.00014388321322407553,0.0284903142601251,0,10.489999771118164,,,,,,,
1981-11-24,0.0284903142601251,199.0399932861328,50.0,0.0001431386415853041,0.0284903142601251,0,10.170000076293944,,,,,,,
1981-11-25,0.0284903142601251,200.00999450683597,50.0,0.00014244445299032972,0.0284903142601251,0,10.100000381469728,,,,,,,
1981-11-27,0.0284903142601251,201.0200042724609,50.0,0.00014172875163961072,0.0284903142601251,0,10.170000076293944,,,,,,,
1981-11-30,0.0284903142601251,201.3699951171875,100.0,0.0001414824201765766,0.0284903142601251,0,10.369999885559082,,,,,,,
1981-12-01,0.0284903142601251,201.1300048828125,100.0,0.00014165123834569018,0.0284903142601251,0,10.489999771118164,,,,,,,
1981-12-02,0.0284903142601251,200.3500061035156,100.0,0.00014220271221456764,0.0284903142601251,0,10.619999885559082,,,,,,,
1981-12-03,0.0284903142601251,199.8999938964844,100.0,0.0001425228370686116,0.0284903142601251,0,10.520000457763672,,,,,,,
1981-12-04,0.0284903142601251,200.8800048828125,100.0,0.00014182752672046935,0.0341054759919643,0,9.9399995803833,,,,,,,
1981-12-07,0.0341054759919643,199.7100067138672,100.0,0.00017077499797408063,0.0341054759919643,0,10.220000267028809,,,,,,,
1981-12-08,0.0341054759919643,198.1300048828125,100.0,0.0001721368553548292,0.0341054759919643,0,10.260000228881836,,,,,,,
1981-12-09,0.0341054759919643,198.2899932861328,100.0,0.0001719979683631843,0.0341054759919643,0,10.380000114440918,,,,,,,
1981-12-10,0.0341054759919643,198.9199981689453,100.0,0.00017145322896593875,0.0341054759919643,0,10.68000030517578,,,,,,,
1981-12-11,0.0341054759919643,198.63999938964844,100.0,0.00017169490584352875,0.0284903142601251,0,10.81999969482422,,,,,,,
1981-12-14,0.0284903142601251,195.6699981689453,50.0,0.0001456038970038013,0.0284903142601251,0,10.949999809265137,,,,,,,
1981-12-15,0.0284903142601251,195.16000366210935,50.0,0.00014598439088703782,0.0284903142601251,0,10.890000343322754,,,,,,,
1981-12-16,0.0284903142601251,195.08999633789065,50.0,0.00014603677684621328,0.0284903142601251,0,10.869999885559082,,,,,,,
1981-12-17,0.0284903142601251,195.6999969482422,50.0,0.00014558157743691782,0.0284903142601251,0,11.140000343322754,,,,,,,
1981-12-18,0.0284903142601251,197.00999450683597,50.0,0.00014461354781234982,0.0284903142601251,0,10.869999885559082,,,,,,,
1981-12-21,0.0284903142601251,196.3699951171875,50.0,0.00014508486514512041,0.0284903142601251,0,11.100000381469728,,,,,,,
1981-12-22,0.0284903142601251,195.63999938964844,50.0,0.00014562622341549936,0.0284903142601251,0,11.029999732971191,,,,,,,
1981-12-23,0.0284903142601251,195.4499969482422,50.0,0.00014576779076476385,0.0284903142601251,0,11.31999969482422,,,,,,,
1981-12-24,0.0284903142601251,195.6999969482422,50.0,0.00014558157743691782,0.0284903142601251,0,11.100000381469728,,,,,,,
1981-12-28,0.0284903142601251,195.13999938964844,0.0,0.0001459993560993955,0.0284903142601251,0,11.270000457763672,,,,,,,
1981-12-29,0.0284903142601251,193.91000366210935,0.0,0.00014692544851770432,0.0284903142601251,0,11.699999809265137,,,,,,,
1981-12-30,0.0284903142601251,194.66000366210935,0.0,0.00014635936362961629,0.0284903142601251,0,11.359999656677246,,,,,,,
1981-12-31,0.0284903142601251,195.83999633789065,0.0,0.00014547750609109292,0.0284903142601251,0,11.079999923706056,,,,,,,
1982-01-04,0.0284903142601251,195.52999877929688,0.0,0.00014570814932742543,0.0284903142601251,0,11.390000343322754,,,,,,,
1982-01-08,0.0341054759919643,192.0500030517578,100.0,0.00017758643816721427,0.0341054759919643,0,11.520000457763672,,,,,,,
1982-01-11,0.0341054759919643,188.8000030517578,100.0,0.0001806434080544723,0.0341054759919643,0,11.970000267028809,,,,,,,
1982-01-12,0.0341054759919643,187.32000732421875,100.0,0.00018207065267157276,0.0341054759919643,0,11.960000038146973,,,,,,,
1982-01-13,0.0341054759919643,185.72999572753903,100.0,0.00018362933708347318,0.0341054759919643,0,12.140000343322754,,,,,,,
1982-01-14,0.0341054759919643,185.88999938964844,100.0,0.00018347127927239917,0.0341054759919643,0,12.0600004196167,,,,,,,
1982-01-15,0.0341054759919643,187.32000732421875,100.0,0.00018207065267157276,0.0341054759919643,0,12.210000038146973,,,,,,,
1982-01-18,0.0341054759919643,187.2100067138672,100.0,0.00018217763350701277,0.0341054759919643,0,12.25,,,,,,,
1982-01-19,0.0341054759919643,186.16000366210935,100.0,0.0001832051746940638,0.0340014435350894,0,12.5600004196167,,,,,,,
1982-01-20,0.0340014435350894,185.72000122070312,98.18099449953654,0.000183079061552898,0.0340014435350894,0,12.720000267028809,,,,,,,
1982-01-21,0.0340014435350894,186.3999938964844,98.18099449953654,0.00018241118373626023,0.0340014435350894,0,12.770000457763672,,,,,,,
1982-01-22,0.0340014435350894,185.8300018310547,98.18099449953654,0.00018297068934004231,0.0340014435350894,0,13.020000457763672,,,,,,,
1982-01-25,0.0340014435350894,183.5200042724609,98.18099449953654,0.00018527377257799942,0.0340014435350894,0,13.31999969482422,,,,,,,
1982-01-26,0.0340014435350894,183.41000366210935,98.18099449953654,0.00018538489098843936,0.0340014435350894,0,13.020000457763672,,,,,,,
1982-01-27,0.0340014435350894,183.57000732421875,98.18099449953654,0.0001852233054337495,0.0340014435350894,0,12.800000190734863,,,,,,,
1982-01-28,0.0340014435350894,186.22000122070312,0.0,0.000182587494964044,0.0340014435350894,0,12.279999732971191,,,,,,,
1982-01-29,0.0340014435350894,188.38999938964844,0.0,0.0001804843338035368,0.0340014435350894,0,12.520000457763672,,,,,,,
1982-02-01,0.0340014435350894,186.82000732421875,0.0,0.00018200108233633262,0.0340014435350894,0,13.68000030517578,,,,,,,
