Date,stock_close,nasdaq_close,sector_close,RSI,relative,target,election_marker,rate_close,gold_close,Revenue,NetIncome,TotalAssets,TotalLiabilities,OperatingCashFlow,CapitalExpenditures
2020-10-20,9.270000457763672,11516.490234375,6697.7001953125,46.52568611259812,0.0013840572416560896,9.199999809265137,1,0.0949999988079071,1910.4000244140625,,,,,,
2020-10-21,9.199999809265137,11484.6904296875,6680.4501953125,46.10778118257893,0.0013771526679026123,9.68000030517578,1,0.0900000035762786,1924.5999755859373,,,,,,
2020-10-22,9.68000030517578,11506.009765625,6652.919921875,56.74157920411599,0.0014550002733908834,9.489999771118164,1,0.0850000008940696,1901.0999755859373,,,,,,
2020-10-23,9.489999771118164,11548.2802734375,6659.52978515625,56.424579963840316,0.0014250255013906366,9.949999809265137,1,0.0829999968409538,1902.0,,,,,,
2020-10-26,9.949999809265137,11358.9404296875,6524.52001953125,50.78864628531943,0.001525016365875139,10.949999809265137,1,0.0799999982118606,1902.699951171875,,,,,,
2020-10-27,10.949999809265137,11431.349609375,6531.35986328125,61.67075746800682,0.0016765267935740466,10.850000381469728,1,0.0900000035762786,1908.800048828125,,,,,,
2020-10-28,10.850000381469728,11004.8701171875,6307.990234375,60.19185091029015,0.0017200407702509313,10.75,1,0.0900000035762786,1876.199951171875,,,,,,
2020-10-29,10.75,11185.58984375,6437.22021484375,59.47867464589194,0.0016699754927152098,10.130000114440918,1,0.0829999968409538,1865.5999755859373,,,,,,
2020-10-30,10.130000114440918,10911.58984375,6320.77001953125,52.510457496258134,0.0016026528545001802,10.539999961853027,1,0.0829999968409538,1877.4000244140625,,,,,,
2020-11-02,10.539999961853027,10957.6103515625,6346.759765625,61.215928638777,0.0016606899191205003,10.5,1,0.0829999968409538,1890.4000244140625,,,,,,
2020-11-03,10.5,11160.5703125,6473.669921875,62.39315995481052,0.001621954799474675,10.720000267028809,1,0.0900000035762786,1908.5,,,,,,
2020-11-04,10.720000267028809,11590.7802734375,6740.2001953125,59.35335167999719,0.001590457249991488,11.880000114440918,1,0.0829999968409538,1894.5999755859373,,,,,,
