Date,stock_close,RSI,rate_close,nasdaq_close,gold_close,Revenue,NetIncome,TotalAssets,TotalLiabilities,OperatingCashFlow,CapitalExpenditures,target
1986-04-03,0.0591739602386951,48.38725529201762,6.329999923706055,374.5,,,,,,,,0.0591739602386951
1986-04-04,0.0591739602386951,40.74157084111611,6.230000019073486,372.2000122070313,,,,,,,,0.0581077896058559
1986-04-07,0.0581077896058559,33.331866699553885,6.239999771118164,369.1000061035156,,,,,,,,0.0586409196257591
1986-04-08,0.0586409196257591,40.00029071563313,6.130000114440918,373.1000061035156,,,,,,,,0.0597070157527923
1986-04-09,0.0597070157527923,48.0001073415169,6.010000228881836,374.2000122070313,,,,,,,,0.0602400563657283
1986-04-10,0.0602400563657283,56.52142736257299,6.019999980926514,377.2000122070313,,,,,,,,0.0613061971962451
1986-04-11,0.0613061971962451,68.18154240141044,5.960000038146973,378.8999938964844,,,,,,,,0.0618392899632453
1986-04-14,0.0618392899632453,79.99953877020761,5.909999847412109,380.7999877929688,,,,,,,,0.0618392899632453
1986-04-15,0.0618392899632453,77.77727737909807,5.809999942779541,381.7000122070313,,,,,,,,0.0639721825718879
1986-04-16,0.0639721825718879,78.94831303974281,5.769999980926514,387.6000061035156,,,,,,,,0.0645052343606948
1986-04-17,0.0645052343606948,77.77875262772736,5.840000152587891,390.0,,,,,,,,0.0623729713261127
1986-04-18,0.0623729713261127,66.6681197118445,5.869999885559082,390.1000061035156,,,,,,,,0.0623729713261127
1986-04-21,0.0623729713261127,70.00169807048891,5.869999885559082,391.0,,,,,,,,0.0613061971962451
1986-04-22,0.0613061971962451,61.903137801252946,5.949999809265137,390.5,,,,,,,,0.0615726932883262
1986-04-23,0.0615726932883262,60.97401603601636,6.090000152587891,389.1000061035156,,,,,,,,0.0677036568522453
1986-04-24,0.0677036568522453,74.99894640050013,6.110000133514404,391.5,,,,,,,,0.0719687491655349
1986-04-25,0.0719687491655349,84.2093301090076,6.139999866485596,392.2999877929688,,,,,,,,0.072501853108406
1986-04-28,0.072501853108406,84.20930978354005,6.099999904632568,391.3999938964844,,,,,,,,0.0703689530491828
1986-04-29,0.0703689530491828,74.99772910056299,6.090000152587891,389.2000122070313,,,,,,,,0.0687697380781173
1986-04-30,0.0687697380781173,69.04628216895479,6.099999904632568,383.2000122070313,,,,,,,,0.0677036568522453
1986-05-01,0.0677036568522453,64.28519260456258,6.110000133514404,381.7000122070313,,,,,,,,0.0677036568522453
1986-05-02,0.0677036568522453,63.414180649748616,6.150000095367432,383.2000122070313,,,,,,,,0.0671705454587936
1986-05-05,0.0671705454587936,61.904404610906624,6.059999942779541,386.0,,,,,,,,0.0677036568522453
1986-05-06,0.0677036568522453,58.97327064364679,6.050000190734863,386.2999877929688,,,,,,,,0.0677036568522453
1986-05-07,0.0677036568522453,57.89378742922387,6.039999961853027,385.2999877929688,,,,,,,,0.0682366862893104
1986-05-08,0.0682366862893104,65.7120930777626,6.039999961853027,387.3999938964844,,,,,,,,0.0677036568522453
1986-05-09,0.0677036568522453,63.88712314324168,6.050000190734863,389.1000061035156,,,,,,,,0.0682366862893104
1986-05-12,0.0682366862893104,68.5712751266228,6.130000114440918,388.1000061035156,,,,,,,,0.0687697380781173
1986-05-13,0.0687697380781173,69.01392703708073,6.090000152587891,386.7000122070313,,,,,,,,0.0682366862893104
1986-05-14,0.0682366862893104,51.99968918196711,6.090000152587891,387.2999877929688,,,,,,,,0.0682366862893104
1986-05-15,0.0682366862893104,29.40979646935098,6.170000076293945,385.6000061035156,,,,,,,,0.0687697380781173
1986-05-16,0.0687697380781173,29.409390234878884,6.210000038146973,384.7000122070313,,,,,,,,0.0677036568522453
1986-05-19,0.0677036568522453,33.3332401526672,6.199999809265137,383.7000122070313,,,,,,,,0.0671705454587936
1986-05-20,0.0671705454587936,38.46138132274794,6.230000019073486,385.2999877929688,,,,,,,,0.066104419529438
1986-05-21,0.066104419529438,38.46113321148248,6.199999809265137,386.1000061035156,,,,,,,,0.066104419529438
1986-05-22,0.066104419529438,38.46113321148248,6.199999809265137,389.6000061035156,,,,,,,,0.066104419529438
1986-05-23,0.066104419529438,41.666559897128515,6.179999828338623,391.8999938964844,,,,,,,,0.0682366862893104
1986-05-27,0.0682366862893104,53.33317181987763,6.159999847412109,394.8999938964844,,,,,,,,0.0703689530491828
1986-05-28,0.0703689530491828,63.15793345446787,6.190000057220459,397.2000122070313,,,,,,,,0.0719687491655349
1986-05-29,0.0719687491655349,66.66864108924258,6.300000190734863,398.0,,,,,,,,0.0746340677142143
1986-05-30,0.0746340677142143,76.0010957433727,6.300000190734863,400.2000122070313,,,,,,,,0.072501853108406
1986-06-02,0.072501853108406,64.28738646057488,6.360000133514404,399.3999938964844,,,,,,,,0.072501853108406
1986-06-03,0.072501853108406,62.96477854722512,6.409999847412109,399.5,,,,,,,,0.0719687491655349
1986-06-04,0.0719687491655349,62.964550395192965,6.519999980926514,399.1000061035156,,,,,,,,0.0730348899960517
1986-06-05,0.0730348899960517,65.51864732213424,6.510000228881836,400.0,,,,,,,,0.0730348899960517
1986-06-06,0.0730348899960517,64.28725096598717,6.320000171661377,400.2999877929688,,,,,,,,0.0698358789086341
1986-06-09,0.0698358789086341,56.24942131348285,6.360000133514404,394.7000122070313,,,,,,,,0.0698358789086341
1986-06-10,0.0698358789086341,58.063941680210334,6.28000020980835,392.7999877929688,,,,,,,,0.0698358789086341
1986-06-11,0.0698358789086341,62.0680166282572,6.340000152587891,395.3999938964844,,,,,,,,0.0671705454587936
1986-06-12,0.0671705454587936,52.940963688522864,6.28000020980835,396.5,,,,,,,,0.0671705454587936
1986-06-13,0.0671705454587936,52.940963688522864,6.170000076293945,399.6000061035156,,,,,,,,0.0666374713182449
1986-06-16,0.0666374713182449,45.161594271176945,6.119999885559082,398.5,,,,,,,,0.0677036568522453
1986-06-17,0.0677036568522453,41.380124624704465,6.090000152587891,396.2999877929688,,,,,,,,0.0671705454587936
1986-06-18,0.0671705454587936,33.33203924503937,6.090000152587891,395.2000122070313,,,,,,,,0.0666374713182449
1986-06-19,0.0666374713182449,17.390775954212074,6.110000133514404,396.3999938964844,,,,,,,,0.0669040232896804
1986-06-20,0.0669040232896804,23.07593071458429,6.099999904632568,396.8999938964844,,,,,,,,0.0677036568522453
1986-06-23,0.0677036568522453,28.57033522627829,6.110000133514404,396.7999877929688,,,,,,,,0.0671705454587936
1986-06-24,0.0671705454587936,28.57031621232028,6.079999923706055,398.8999938964844,,,,,,,,0.066104419529438
1986-06-25,0.066104419529438,19.047169032794017,6.079999923706055,402.2000122070313,,,,,,,,0.0639721825718879
1986-06-26,0.0639721825718879,15.999843468732905,6.079999923706055,402.8999938964844,,,,,,,,0.0634391084313392
1986-06-27,0.0634391084313392,20.000642923232192,6.019999980926514,403.6000061035156,,,,,,,,0.0655713379383087
1986-06-30,0.0655713379383087,33.333488629686656,5.960000038146973,405.5,,,,,,,,0.0655713379383087
1986-07-01,0.0655713379383087,33.333488629686656,5.989999771118164,407.6000061035156,,,,,,,,0.0655713379383087
1986-07-02,0.0655713379383087,42.10533671911111,6.0,409.5,,,,,,,,0.0666374713182449
1986-07-03,0.0666374713182449,47.61904444973938,5.909999847412109,411.2000122070313,,,,,,,,0.0639721825718879
1986-07-07,0.0639721825718879,40.00023480910851,5.869999885559082,401.0,,,,,,,,0.0623729713261127
1986-07-08,0.0623729713261127,30.769230769230845,5.940000057220459,390.7000122070313,,,,,,,,0.0597070157527923
1986-07-09,0.0597070157527923,26.665716279663584,5.880000114440918,393.3999938964844,,,,,,,,0.0581077896058559
1986-07-10,0.0581077896058559,24.99914285982591,5.849999904632568,392.0,,,,,,,,0.0597070157527923
1986-07-11,0.0597070157527923,30.433825313687834,5.75,391.6000061035156,,,,,,,,0.0589074343442916
1986-07-14,0.0589074343442916,26.086045019307633,5.769999980926514,384.7999877929688,,,,,,,,0.0597070157527923
1986-07-15,0.0597070157527923,29.99897772437464,5.769999980926514,378.7000122070313,,,,,,,,0.0618392899632453
1986-07-16,0.0618392899632453,39.18798041636923,5.769999980926514,379.7000122070313,,,,,,,,0.0629060417413711
1986-07-17,0.0629060417413711,47.14302086086929,5.75,381.6000061035156,,,,,,,,0.0634391084313392
1986-07-18,0.0634391084313392,50.0,5.710000038146973,381.1000061035156,,,,,,,,0.0634391084313392
