Date,stock_close,nasdaq_close,sector_close,RSI,relative,target,election_marker,rate_close,gold_close,Revenue,NetIncome,TotalAssets,TotalLiabilities,OperatingCashFlow,CapitalExpenditures
2010-07-20,1.3533329963684082,2222.489990234375,25.455322265625,39.206236953882936,0.05316503096077303,1.3480000495910645,0,0.1500000059604644,1191.5,,,,,,
2010-07-21,1.3480000495910645,2187.330078125,24.999879837036133,39.159154250564605,0.05392026115237828,1.399999976158142,0,0.1500000059604644,1191.5999755859375,,,,,,
2010-07-22,1.399999976158142,2245.889892578125,25.753437042236328,46.915168114319506,0.054361675059608726,1.4193329811096191,0,0.1449999958276748,1195.5,,,,,,
2010-07-23,1.4193329811096191,2269.469970703125,26.12606811523437,57.98317318857011,0.05432631404195076,1.3966670036315918,0,0.1449999958276748,1187.699951171875,,,,,,
2010-07-26,1.3966670036315918,2296.429931640625,26.515270233154297,73.40429634505095,0.052674062581690016,1.3700000047683716,0,0.1449999958276748,1183.0,,,,,,
2010-07-27,1.3700000047683716,2288.25,26.175762176513672,72.77088914128967,0.05233849526634264,1.3813329935073853,0,0.1500000059604644,1158.0,,,,,,
2010-07-28,1.3813329935073853,2264.56005859375,25.99356842041016,68.23266496666434,0.053141337548051386,1.3566670417785645,0,0.1449999958276748,1160.4000244140625,,,,,,
2010-07-29,1.3566670417785645,2251.68994140625,25.86107444763184,65.94602818232272,0.052459809607902724,1.329332947731018,0,0.1449999958276748,1168.4000244140625,,,,,,
2010-07-30,1.329332947731018,2254.699951171875,26.03497886657715,65.5209052183194,0.051059497860302554,1.3946670293807983,0,0.1400000005960464,1181.699951171875,,,,,,
2010-08-02,1.3946670293807983,2295.360107421875,26.589799880981445,65.10873915140061,0.052451204432657064,1.463333010673523,0,0.1400000005960464,1183.4000244140625,,,,,,
2010-08-03,1.463333010673523,2283.52001953125,26.18404006958008,62.36806953669315,0.05588644864524112,1.4173330068588257,0,0.1500000059604644,1185.199951171875,,,,,,
2010-08-04,1.4173330068588257,2303.570068359375,26.622926712036133,57.469990150603536,0.05323731016462793,1.363332986831665,0,0.1449999958276748,1193.699951171875,,,,,,
2010-08-05,1.363332986831665,2293.06005859375,26.705730438232425,48.970714986883415,0.051050203999658886,1.305999994277954,0,0.1400000005960464,1197.199951171875,,,,,,
2010-08-06,1.305999994277954,2288.469970703125,26.523555755615234,36.848019855274,0.04923925005799663,1.3066669702529907,0,0.1400000005960464,1203.4000244140625,,,,,,
2010-08-09,1.3066669702529907,2305.68994140625,26.780258178710938,45.15240712236283,0.0487921722611222,1.2686669826507568,0,0.1400000005960464,1200.699951171875,,,,,,
2010-08-10,1.2686669826507568,2277.169921875,26.54839324951172,42.282760354530055,0.047786959110005287,1.1933330297470093,0,0.1449999958276748,1196.199951171875,,,,,,
2010-08-11,1.1933330297470093,2208.6298828125,25.85280036926269,30.769193224767037,0.046158753121607866,1.1733330488204956,0,0.1449999958276748,1197.5,,,,,,
2010-08-12,1.1733330488204956,2190.27001953125,25.753437042236328,27.137552234387627,0.04556025073065773,1.2213330268859863,0,0.1500000059604644,1214.800048828125,,,,,,
2010-08-13,1.2213330268859863,2173.47998046875,25.463603973388672,34.43783080539394,0.04796387142065077,1.2519999742507937,0,0.1449999958276748,1214.9000244140625,,,,,,
2010-08-16,1.2519999742507937,2181.8701171875,25.455322265625,39.60047840556136,0.049184212291097214,1.2766669988632202,0,0.1500000059604644,1224.5,,,,,,
2010-08-17,1.2766669988632202,2209.43994140625,25.869369506835938,40.98744897347484,0.049350526247880264,1.2513329982757568,0,0.1550000011920929,1226.5999755859375,,,,,,
2010-08-18,1.2513329982757568,2215.699951171875,26.109519958496094,40.940347783291635,0.047926311945408646,1.25266695022583,0,0.1500000059604644,1229.699951171875,,,,,,
2010-08-19,1.25266695022583,2178.949951171875,25.6043758392334,43.09733079030889,0.04892394011442285,1.273332953453064,0,0.1449999958276748,1233.800048828125,,,,,,
2010-08-20,1.273332953453064,2179.760009765625,25.58781814575196,38.12005811673396,0.04976324851927479,1.3420000076293943,0,0.1449999958276748,1227.199951171875,,,,,,
